dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADSL,ADSL,TRTSTMF,Time of First Exposure Imput. Flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,VAX01DT,"Derive vaccination date from from EX domain, i.e. variable EXSTDTC domain",admiralvaccine,derive_vars_vaxdt,https://pharmaverse.github.io/admiralvaccine/reference/derive_vars_vaxdt.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADTR,BDS,TULOC,Derive location of tumor,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADTF,Derive analysis date imputation flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ADY,Derive analysis relative day,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,"PARAMCD=""SDIAM""",Derive target lesions sum of diameters by investigator,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,LSEXP,Derive lesion ID expected from flag,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,LSASS,Derive lesion ID assessed from flag,admiral,derive_var_merged_summary,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_merged_summary.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ABLFL,Derive baseline record flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,NADIR,Derive the lowest sum of diameters in Analysis Value (AVAL) before the current observation,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,PDFL,Derive disease progression flag,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ANL02FL,Derive flag assessments up to first disease progression,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ANL03FL,"Derive flag that includes all sum of diameters where all lesions were assessed (where ANL01FL == ""Y"") until the patient has disease progression",admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,POSTRNDFL,Derive post-randomization flag,admiral,derive_var_relative_flag,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_relative_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTTE,BDS,OS,"Add a time-to-event parameter, i.e. overall survival, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,PFS,"Add a time-to-event parameter, i.e. progression free survival, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,RSD,"Add a time-to-event parameter, i.e.duration of response, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,AVAL,Derive time-to-event,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADVFQ,ADSL,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,PARAMCD,Derive a list of parameter codes,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR01""",Derive recoded item 01,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR02""",Derive recoded item 02,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR03""",Derive recoded item 03,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR04""",Derive recoded item 04,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QSG01""",Derive general score 01,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QSG02""",Derive general score 02,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QBCSCORE""",Derive composite score,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ANL01FL,Derive flag last result within a visit and timepoint for baseline and post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVS,BDS,TRTSDT,Date of First Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRTEDT,Date of Last Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01A,Actual Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01P,Planned Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADT,Analysis Date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADY,Analysis Relative Day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD,Parameter Code,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BSA""",Derive body surface area,admiral,derive_param_bsa,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_bsa.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""MAP""",Derive mean arterial pressure,admiral,derive_param_map,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_map.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BMI""",Derive body mass index (kg/m^2),admiral,derive_param_bmi,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_bmi.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"DTYPE=""AVERAGE""",Derive a new record as a summary record (e.g. mean of the triplicates at each time point),admiral,derive_summary_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ONTRTFL,On Treatment Record Flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRLO,Analysis Normal Range Lower Limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRHI,Analysis Normal Range Upper Limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,A1LO,Analysis Range 1 Lower Limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,A1HI,Analysis Range 1 Upper Limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRIND,Analysis Reference Range Indicator,admiral,derive_var_anrind,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_anrind.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASETYPE,Baseline Type,admiral,derive_basetype_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_basetype_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ABLFL,Baseline Record Flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASE,Baseline Value,admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASEC,Baseline Value (C),admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BNRIND,Baseline Reference Range Indicator,admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,CHG,Change from Baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PCHG,Percent Change from Baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANL01FL,Analysis Flag 01,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ASEQ,Analysis Sequence Number,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"DTYPE=""LOV""",Derive LOV value,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""WGTASDS""",Derive Weight-for-age z-score,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""WGTAPCTL""",Derive Weight-for-age percentile,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""HGTSDS""",Derive Height-for-age z-score,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""HGTPCTL""",Derive Height-for-age percentile,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BMISDS""",Derive BMI-for-age z-score,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BMIPCTL""",Derive BMI-for-age percentile,admiralpeds,derive_params_growth_age,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_age.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""HDCSDS""",Derive Head Circumference-for-age z-score,admiralpeds,derive_params_growth_height,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_height.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""HDCPCTL""",Derive Head Circumference-for-age percentile,admiralpeds,derive_params_growth_height,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_height.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""WGTHSDS""",Derive Weight-for-length/height Z-Score,admiralpeds,derive_params_growth_height,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_height.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""WGTHPCTL""",Derive Weight-for-length/height Percentile,admiralpeds,derive_params_growth_height,https://pharmaverse.github.io/admiralpeds/reference/derive_params_growth_height.html,Template Example,https://github.com/pharmaverse/admiralpeds/blob/main/inst/templates/ad_advs.R
ADMH,OCCDS,SMQ02NAM,SMQ 02 Name,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,SMQ02CD,SMQ 02 Code,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,SMQ02SC,SMQ 02 Scope,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,SMQ02SCN,SMQ 02 Scope (N),admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,CQ04NAM,Customized Query 04 Name,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADMH,OCCDS,CQ04CD,Customized Query 04 Code,admiral,derive_vars_query,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_query.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_admh.R
ADVS,BDS,"PARAMCD=""WSTCIR""",Derive Waist to Height Ratio,admiralmetabolic,derive_param_waisthgt,https://pharmaverse.github.io/admiralmetabolic/reference/derive_param_waisthgt.html,Template Example,https://github.com/pharmaverse/admiralmetabolic/blob/main/vignettes/advs.Rmd
ADVS,BDS,"PARAMCD=""WSTHIP""",Derive Waist to Hip Ratio,admiralmetabolic,derive_param_waisthip,https://pharmaverse.github.io/admiralmetabolic/reference/derive_param_waisthip.html,Template Example,https://github.com/pharmaverse/admiralmetabolic/blob/main/vignettes/advs.Rmd
